date,state,blood_type,donations
2018-10-23,Kedah,all,120
2018-10-24,Kedah,all,165
2018-10-25,Kedah,all,180
2018-10-26,Kedah,all,211
2018-10-27,Kedah,all,110
2018-10-28,Kedah,all,265
2018-10-29,Kedah,all,191
2018-10-30,Kedah,all,188
2018-10-31,Kedah,all,81
2018-11-01,Kedah,all,119
2018-11-02,Kedah,all,153
2018-11-03,Kedah,all,70
2018-11-04,Kedah,all,118
2018-11-05,Kedah,all,103
2018-11-06,Kedah,all,249
2018-11-07,Kedah,all,137
2018-11-08,Kedah,all,249
2018-11-09,Kedah,all,134
2018-11-10,Kedah,all,55
2018-11-11,Kedah,all,477
2018-11-12,Kedah,all,168
2018-11-13,Kedah,all,212
2018-11-14,Kedah,all,204
2018-11-15,Kedah,all,138
2018-11-16,Kedah,all,274
2018-11-17,Kedah,all,64
2018-11-18,Kedah,all,403
2018-11-19,Kedah,all,112
2018-11-20,Kedah,all,147
2018-11-21,Kedah,all,216
2018-11-22,Kedah,all,64
2018-11-23,Kedah,all,235
2018-11-24,Kedah,all,57
2018-11-25,Kedah,all,192
2018-11-26,Kedah,all,131
2018-11-27,Kedah,all,116
2018-11-28,Kedah,all,226
2018-11-29,Kedah,all,169
2018-11-30,Kedah,all,72
2018-12-01,Kedah,all,35
2018-12-02,Kedah,all,177
2018-12-03,Kedah,all,113
2018-12-04,Kedah,all,154
2018-12-05,Kedah,all,204
2018-12-06,Kedah,all,127
2018-12-07,Kedah,all,109
2018-12-08,Kedah,all,62
2018-12-09,Kedah,all,222
2018-12-10,Kedah,all,152
2018-12-11,Kedah,all,223
2018-12-12,Kedah,all,225
2018-12-13,Kedah,all,124
2018-12-14,Kedah,all,50
2018-12-15,Kedah,all,96
2018-12-16,Kedah,all,193
2018-12-17,Kedah,all,137
2018-12-18,Kedah,all,184
2018-12-19,Kedah,all,157
2018-12-20,Kedah,all,167
2018-12-21,Kedah,all,176
2018-12-22,Kedah,all,33
2018-12-23,Kedah,all,140
2018-12-24,Kedah,all,109
2018-12-25,Kedah,all,105
2018-12-26,Kedah,all,170
2018-12-27,Kedah,all,132
2018-12-28,Kedah,all,254
2018-12-29,Kedah,all,88
2018-12-30,Kedah,all,174
2018-12-31,Kedah,all,138
2019-01-01,Kedah,all,136
2019-01-02,Kedah,all,196
2019-01-03,Kedah,all,320
2019-01-04,Kedah,all,309
2019-01-05,Kedah,all,54
2019-01-06,Kedah,all,246
2019-01-07,Kedah,all,92
2019-01-08,Kedah,all,204
2019-01-09,Kedah,all,240
2019-01-10,Kedah,all,94
2019-01-11,Kedah,all,204
2019-01-12,Kedah,all,68
2019-01-13,Kedah,all,254
2019-01-14,Kedah,all,159
2019-01-15,Kedah,all,106
2019-01-16,Kedah,all,148
2019-01-17,Kedah,all,212
2019-01-18,Kedah,all,89
2019-01-19,Kedah,all,167
2019-01-20,Kedah,all,114
2019-01-21,Kedah,all,163
2019-01-22,Kedah,all,139
2019-01-23,Kedah,all,390
2019-01-24,Kedah,all,162
2019-01-25,Kedah,all,360
2019-01-26,Kedah,all,237
2019-01-27,Kedah,all,348
2019-01-28,Kedah,all,100
2019-01-29,Kedah,all,112
2019-01-30,Kedah,all,124
2019-01-31,Kedah,all,149
2019-02-01,Kedah,all,68
2019-02-02,Kedah,all,96
2019-02-03,Kedah,all,224
2019-02-04,Kedah,all,180
2019-02-05,Kedah,all,127
2019-02-06,Kedah,all,68
2019-02-07,Kedah,all,117
2019-02-08,Kedah,all,100
2019-02-09,Kedah,all,73
2019-02-10,Kedah,all,530
2019-02-11,Kedah,all,176
2019-02-12,Kedah,all,159
2019-02-13,Kedah,all,212
2019-02-14,Kedah,all,134
2019-02-15,Kedah,all,75
2019-02-16,Kedah,all,93
2019-02-17,Kedah,all,191
2019-02-18,Kedah,all,140
2019-02-19,Kedah,all,137
2019-02-20,Kedah,all,320
2019-02-21,Kedah,all,147
2019-02-22,Kedah,all,165
2019-02-23,Kedah,all,140
2019-02-24,Kedah,all,357
2019-02-25,Kedah,all,184
2019-02-26,Kedah,all,248
2019-02-27,Kedah,all,207
2019-02-28,Kedah,all,149
2019-03-01,Kedah,all,59
2019-03-02,Kedah,all,62
2019-03-03,Kedah,all,197
2019-03-04,Kedah,all,189
2019-03-05,Kedah,all,371
2019-03-06,Kedah,all,364
2019-03-07,Kedah,all,46
2019-03-08,Kedah,all,138
2019-03-09,Kedah,all,118
2019-03-10,Kedah,all,389
2019-03-11,Kedah,all,121
2019-03-12,Kedah,all,268
2019-03-13,Kedah,all,312
2019-03-14,Kedah,all,216
2019-03-15,Kedah,all,147
2019-03-16,Kedah,all,152
2019-03-17,Kedah,all,205
2019-03-18,Kedah,all,231
2019-03-19,Kedah,all,315
2019-03-20,Kedah,all,354
2019-03-21,Kedah,all,128
2019-03-22,Kedah,all,304
2019-03-23,Kedah,all,115
2019-03-24,Kedah,all,143
2019-03-25,Kedah,all,82
2019-03-26,Kedah,all,221
2019-03-27,Kedah,all,242
2019-03-28,Kedah,all,172
2019-03-29,Kedah,all,81
2019-03-30,Kedah,all,108
2019-03-31,Kedah,all,136
2019-04-01,Kedah,all,74
2019-04-02,Kedah,all,146
2019-04-03,Kedah,all,32
2019-04-04,Kedah,all,237
2019-04-05,Kedah,all,112
2019-04-06,Kedah,all,141
2019-04-07,Kedah,all,175
2019-04-08,Kedah,all,119
2019-04-09,Kedah,all,146
2019-04-10,Kedah,all,192
2019-04-11,Kedah,all,191
2019-04-12,Kedah,all,90
2019-04-13,Kedah,all,257
2019-04-14,Kedah,all,335
2019-04-15,Kedah,all,79
2019-04-16,Kedah,all,197
2019-04-17,Kedah,all,421
2019-04-18,Kedah,all,159
2019-04-19,Kedah,all,192
2019-04-20,Kedah,all,174
2019-04-21,Kedah,all,208
2019-04-22,Kedah,all,271
2019-04-23,Kedah,all,156
2019-04-24,Kedah,all,190
2019-04-25,Kedah,all,272
2019-04-26,Kedah,all,310
2019-04-27,Kedah,all,164
2019-04-28,Kedah,all,439
2019-04-29,Kedah,all,190
2019-04-30,Kedah,all,387
2019-05-01,Kedah,all,731
2019-05-02,Kedah,all,255
2019-05-03,Kedah,all,448
2019-05-04,Kedah,all,267
2019-05-05,Kedah,all,289
2019-05-06,Kedah,all,3
2019-05-07,Kedah,all,77
2019-05-08,Kedah,all,104
2019-05-09,Kedah,all,111
2019-05-10,Kedah,all,167
2019-05-11,Kedah,all,19
2019-05-12,Kedah,all,264
2019-05-13,Kedah,all,36
2019-05-14,Kedah,all,74
2019-05-15,Kedah,all,57
2019-05-16,Kedah,all,106
2019-05-17,Kedah,all,192
2019-05-18,Kedah,all,22
2019-05-19,Kedah,all,158
2019-05-20,Kedah,all,122
2019-05-21,Kedah,all,119
2019-05-22,Kedah,all,72
2019-05-23,Kedah,all,69
2019-05-24,Kedah,all,249
2019-05-25,Kedah,all,39
2019-05-26,Kedah,all,330
2019-05-27,Kedah,all,32
2019-05-28,Kedah,all,91
2019-05-29,Kedah,all,92
2019-05-30,Kedah,all,103
2019-05-31,Kedah,all,75
2019-06-01,Kedah,all,6
2019-06-02,Kedah,all,107
2019-06-03,Kedah,all,68
2019-06-04,Kedah,all,47
2019-06-05,Kedah,all,0
2019-06-06,Kedah,all,0
2019-06-07,Kedah,all,41
2019-06-08,Kedah,all,65
2019-06-09,Kedah,all,198
2019-06-10,Kedah,all,123
2019-06-11,Kedah,all,177
2019-06-12,Kedah,all,142
2019-06-13,Kedah,all,166
2019-06-14,Kedah,all,133
2019-06-15,Kedah,all,68
2019-06-16,Kedah,all,363
2019-06-17,Kedah,all,80
2019-06-18,Kedah,all,150
2019-06-19,Kedah,all,195
2019-06-20,Kedah,all,392
2019-06-21,Kedah,all,81
2019-06-22,Kedah,all,99
2019-06-23,Kedah,all,239
2019-06-24,Kedah,all,192
2019-06-25,Kedah,all,193
2019-06-26,Kedah,all,81
2019-06-27,Kedah,all,21
2019-06-28,Kedah,all,184
2019-06-29,Kedah,all,0
2019-06-30,Kedah,all,78
2019-07-01,Kedah,all,50
2019-07-02,Kedah,all,30
2019-07-03,Kedah,all,92
2019-07-04,Kedah,all,51
2019-07-05,Kedah,all,18
2019-07-06,Kedah,all,96
2019-07-07,Kedah,all,50
2019-07-08,Kedah,all,52
2019-07-09,Kedah,all,46
2019-07-10,Kedah,all,111
2019-07-11,Kedah,all,51
2019-07-12,Kedah,all,32
2019-07-13,Kedah,all,32
2019-07-14,Kedah,all,123
2019-07-15,Kedah,all,101
2019-07-16,Kedah,all,35
2019-07-17,Kedah,all,85
2019-07-18,Kedah,all,36
2019-07-19,Kedah,all,57
2019-07-20,Kedah,all,152
2019-07-21,Kedah,all,176
2019-07-22,Kedah,all,51
2019-07-23,Kedah,all,42
2019-07-24,Kedah,all,69
2019-07-25,Kedah,all,63
2019-07-26,Kedah,all,148
2019-07-27,Kedah,all,109
2019-07-28,Kedah,all,52
2019-07-29,Kedah,all,70
2019-07-30,Kedah,all,38
2019-07-31,Kedah,all,67
2019-08-01,Kedah,all,75
2019-08-02,Kedah,all,106
2019-08-03,Kedah,all,117
2019-08-04,Kedah,all,98
2019-08-05,Kedah,all,56
2019-08-06,Kedah,all,56
2019-08-07,Kedah,all,101
2019-08-08,Kedah,all,71
2019-08-09,Kedah,all,25
2019-08-10,Kedah,all,34
2019-08-11,Kedah,all,0
2019-08-12,Kedah,all,55
2019-08-13,Kedah,all,61
2019-08-14,Kedah,all,37
2019-08-15,Kedah,all,77
2019-08-16,Kedah,all,32
2019-08-17,Kedah,all,54
2019-08-18,Kedah,all,53
2019-08-19,Kedah,all,33
2019-08-20,Kedah,all,28
2019-08-21,Kedah,all,16
2019-08-22,Kedah,all,64
2019-08-23,Kedah,all,190
2019-08-24,Kedah,all,31
2019-08-25,Kedah,all,57
2019-08-26,Kedah,all,48
2019-08-27,Kedah,all,25
2019-08-28,Kedah,all,26
2019-08-29,Kedah,all,73
2019-08-30,Kedah,all,27
2019-08-31,Kedah,all,128
2019-09-01,Kedah,all,41
2019-09-02,Kedah,all,37
2019-09-03,Kedah,all,24
2019-09-04,Kedah,all,54
2019-09-05,Kedah,all,77
2019-09-06,Kedah,all,15
2019-09-07,Kedah,all,41
2019-09-08,Kedah,all,40
2019-09-09,Kedah,all,40
2019-09-10,Kedah,all,69
2019-09-11,Kedah,all,74
2019-09-12,Kedah,all,69
2019-09-13,Kedah,all,21
2019-09-14,Kedah,all,182
2019-09-15,Kedah,all,92
2019-09-16,Kedah,all,72
2019-09-17,Kedah,all,100
2019-09-18,Kedah,all,70
2019-09-19,Kedah,all,63
2019-09-20,Kedah,all,141
2019-09-21,Kedah,all,25
2019-09-22,Kedah,all,53
2019-09-23,Kedah,all,51
2019-09-24,Kedah,all,55
2019-09-25,Kedah,all,75
2019-09-26,Kedah,all,30
2019-09-27,Kedah,all,35
2019-09-28,Kedah,all,51
2019-09-29,Kedah,all,124
2019-09-30,Kedah,all,28
2019-10-01,Kedah,all,91
2019-10-02,Kedah,all,126
2019-10-03,Kedah,all,79
2019-10-04,Kedah,all,28
2019-10-05,Kedah,all,25
2019-10-06,Kedah,all,57
2019-10-07,Kedah,all,35
2019-10-08,Kedah,all,68
2019-10-09,Kedah,all,76
2019-10-10,Kedah,all,40
2019-10-11,Kedah,all,37
2019-10-12,Kedah,all,32
2019-10-13,Kedah,all,86
2019-10-14,Kedah,all,48
2019-10-15,Kedah,all,76
2019-10-16,Kedah,all,75
2019-10-17,Kedah,all,65
2019-10-18,Kedah,all,28
2019-10-19,Kedah,all,14
2019-10-20,Kedah,all,101
2019-10-21,Kedah,all,23
2019-10-22,Kedah,all,33
2019-10-23,Kedah,all,31
2019-10-24,Kedah,all,48
2019-10-25,Kedah,all,98
2019-10-26,Kedah,all,32
2019-10-27,Kedah,all,172
2019-10-28,Kedah,all,33
2019-10-29,Kedah,all,30
2019-10-30,Kedah,all,30
2019-10-31,Kedah,all,70
2019-11-01,Kedah,all,25
2019-11-02,Kedah,all,28
2019-11-03,Kedah,all,49
2019-11-04,Kedah,all,29
2019-11-05,Kedah,all,24
2019-11-06,Kedah,all,28
2019-11-07,Kedah,all,37
2019-11-08,Kedah,all,164
2019-11-09,Kedah,all,0
2019-11-10,Kedah,all,34
2019-11-11,Kedah,all,81
2019-11-12,Kedah,all,40
2019-11-13,Kedah,all,127
2019-11-14,Kedah,all,54
2019-11-15,Kedah,all,28
2019-11-16,Kedah,all,75
2019-11-17,Kedah,all,141
2019-11-18,Kedah,all,32
2019-11-19,Kedah,all,71
2019-11-20,Kedah,all,43
2019-11-21,Kedah,all,52
2019-11-22,Kedah,all,82
2019-11-23,Kedah,all,50
2019-11-24,Kedah,all,92
2019-11-25,Kedah,all,87
2019-11-26,Kedah,all,115
2019-11-27,Kedah,all,56
2019-11-28,Kedah,all,75
2019-11-29,Kedah,all,107
2019-11-30,Kedah,all,44
2019-12-01,Kedah,all,65
2019-12-02,Kedah,all,36
2019-12-03,Kedah,all,49
2019-12-04,Kedah,all,45
2019-12-05,Kedah,all,31
2019-12-06,Kedah,all,58
2019-12-07,Kedah,all,2
2019-12-08,Kedah,all,108
2019-12-09,Kedah,all,54
2019-12-10,Kedah,all,60
2019-12-11,Kedah,all,40
2019-12-12,Kedah,all,36
2019-12-13,Kedah,all,36
2019-12-14,Kedah,all,43
2019-12-15,Kedah,all,78
2019-12-16,Kedah,all,95
2019-12-17,Kedah,all,84
2019-12-18,Kedah,all,93
2019-12-19,Kedah,all,71
2019-12-20,Kedah,all,115
2019-12-21,Kedah,all,51
2019-12-22,Kedah,all,92
2019-12-23,Kedah,all,34
2019-12-24,Kedah,all,31
2019-12-25,Kedah,all,50
2019-12-26,Kedah,all,113
2019-12-27,Kedah,all,99
2019-12-28,Kedah,all,56
2019-12-29,Kedah,all,110
2019-12-30,Kedah,all,65
2019-12-31,Kedah,all,44
2020-01-01,Kedah,all,112
2020-01-02,Kedah,all,69
2020-01-03,Kedah,all,173
2020-01-04,Kedah,all,48
2020-01-05,Kedah,all,81
2020-01-06,Kedah,all,38
2020-01-07,Kedah,all,58
2020-01-08,Kedah,all,37
2020-01-09,Kedah,all,48
2020-01-10,Kedah,all,33
2020-01-11,Kedah,all,52
2020-01-12,Kedah,all,48
2020-01-13,Kedah,all,59
2020-01-14,Kedah,all,39
2020-01-15,Kedah,all,58
2020-01-16,Kedah,all,81
2020-01-17,Kedah,all,65
2020-01-18,Kedah,all,71
2020-01-19,Kedah,all,181
2020-01-20,Kedah,all,78
2020-01-21,Kedah,all,66
2020-01-22,Kedah,all,108
2020-01-23,Kedah,all,81
2020-01-24,Kedah,all,60
2020-01-25,Kedah,all,84
2020-01-26,Kedah,all,26
2020-01-27,Kedah,all,64
2020-01-28,Kedah,all,71
2020-01-29,Kedah,all,71
2020-01-30,Kedah,all,64
2020-01-31,Kedah,all,107
2020-02-01,Kedah,all,68
2020-02-02,Kedah,all,70
2020-02-03,Kedah,all,77
2020-02-04,Kedah,all,87
2020-02-05,Kedah,all,104
2020-02-06,Kedah,all,55
2020-02-07,Kedah,all,110
2020-02-08,Kedah,all,47
2020-02-09,Kedah,all,249
2020-02-10,Kedah,all,47
2020-02-11,Kedah,all,44
2020-02-12,Kedah,all,177
2020-02-13,Kedah,all,101
2020-02-14,Kedah,all,32
2020-02-15,Kedah,all,115
2020-02-16,Kedah,all,103
2020-02-17,Kedah,all,151
2020-02-18,Kedah,all,125
2020-02-19,Kedah,all,80
2020-02-20,Kedah,all,13
2020-02-21,Kedah,all,44
2020-02-22,Kedah,all,102
2020-02-23,Kedah,all,67
2020-02-24,Kedah,all,53
2020-02-25,Kedah,all,71
2020-02-26,Kedah,all,64
2020-02-27,Kedah,all,43
2020-02-28,Kedah,all,152
2020-02-29,Kedah,all,35
2020-03-01,Kedah,all,58
2020-03-02,Kedah,all,7
2020-03-03,Kedah,all,89
2020-03-04,Kedah,all,73
2020-03-05,Kedah,all,66
2020-03-06,Kedah,all,30
2020-03-07,Kedah,all,42
2020-03-08,Kedah,all,99
2020-03-09,Kedah,all,40
2020-03-10,Kedah,all,141
2020-03-11,Kedah,all,130
2020-03-12,Kedah,all,48
2020-03-13,Kedah,all,46
2020-03-14,Kedah,all,43
2020-03-15,Kedah,all,56
2020-03-16,Kedah,all,28
2020-03-17,Kedah,all,11
2020-03-18,Kedah,all,9
2020-03-19,Kedah,all,15
2020-03-20,Kedah,all,19
2020-03-21,Kedah,all,6
2020-03-22,Kedah,all,22
2020-03-23,Kedah,all,24
2020-03-24,Kedah,all,30
2020-03-25,Kedah,all,42
2020-03-26,Kedah,all,33
2020-03-27,Kedah,all,4
2020-03-28,Kedah,all,12
2020-03-29,Kedah,all,23
2020-03-30,Kedah,all,29
2020-03-31,Kedah,all,49
2020-04-01,Kedah,all,76
2020-04-02,Kedah,all,32
2020-04-03,Kedah,all,11
2020-04-04,Kedah,all,18
2020-04-05,Kedah,all,32
2020-04-06,Kedah,all,25
2020-04-07,Kedah,all,31
2020-04-08,Kedah,all,35
2020-04-09,Kedah,all,38
2020-04-10,Kedah,all,37
2020-04-11,Kedah,all,8
2020-04-12,Kedah,all,59
2020-04-13,Kedah,all,74
2020-04-14,Kedah,all,31
2020-04-15,Kedah,all,45
2020-04-16,Kedah,all,63
2020-04-17,Kedah,all,43
2020-04-18,Kedah,all,34
2020-04-19,Kedah,all,64
2020-04-20,Kedah,all,74
2020-04-21,Kedah,all,67
2020-04-22,Kedah,all,82
2020-04-23,Kedah,all,79
2020-04-24,Kedah,all,0
2020-04-25,Kedah,all,20
2020-04-26,Kedah,all,24
2020-04-27,Kedah,all,10
2020-04-28,Kedah,all,16
2020-04-29,Kedah,all,17
2020-04-30,Kedah,all,25
2020-05-01,Kedah,all,28
2020-05-02,Kedah,all,39
2020-05-03,Kedah,all,18
2020-05-04,Kedah,all,18
2020-05-05,Kedah,all,19
2020-05-06,Kedah,all,8
2020-05-07,Kedah,all,297
2020-05-08,Kedah,all,6
2020-05-09,Kedah,all,15
2020-05-10,Kedah,all,30
2020-05-11,Kedah,all,58
2020-05-12,Kedah,all,33
2020-05-13,Kedah,all,42
2020-05-14,Kedah,all,12
2020-05-15,Kedah,all,17
2020-05-16,Kedah,all,24
2020-05-17,Kedah,all,11
2020-05-18,Kedah,all,12
2020-05-19,Kedah,all,26
2020-05-20,Kedah,all,42
2020-05-21,Kedah,all,19
2020-05-22,Kedah,all,108
2020-05-23,Kedah,all,21
2020-05-24,Kedah,all,0
2020-05-25,Kedah,all,0
2020-05-26,Kedah,all,33
2020-05-27,Kedah,all,44
2020-05-28,Kedah,all,69
2020-05-29,Kedah,all,86
2020-05-30,Kedah,all,66
2020-05-31,Kedah,all,77
2020-06-01,Kedah,all,66
2020-06-02,Kedah,all,70
2020-06-03,Kedah,all,77
2020-06-04,Kedah,all,80
2020-06-05,Kedah,all,113
2020-06-06,Kedah,all,57
2020-06-07,Kedah,all,72
2020-06-08,Kedah,all,58
2020-06-09,Kedah,all,40
2020-06-10,Kedah,all,42
2020-06-11,Kedah,all,48
2020-06-12,Kedah,all,101
2020-06-13,Kedah,all,66
2020-06-14,Kedah,all,104
2020-06-15,Kedah,all,99
2020-06-16,Kedah,all,100
2020-06-17,Kedah,all,44
2020-06-18,Kedah,all,41
2020-06-19,Kedah,all,126
2020-06-20,Kedah,all,45
2020-06-21,Kedah,all,51
2020-06-22,Kedah,all,58
2020-06-23,Kedah,all,51
2020-06-24,Kedah,all,44
2020-06-25,Kedah,all,34
2020-06-26,Kedah,all,127
2020-06-27,Kedah,all,53
2020-06-28,Kedah,all,57
2020-06-29,Kedah,all,52
2020-06-30,Kedah,all,27
2020-07-01,Kedah,all,89
2020-07-02,Kedah,all,27
2020-07-03,Kedah,all,30
2020-07-04,Kedah,all,64
2020-07-05,Kedah,all,86
2020-07-06,Kedah,all,68
2020-07-07,Kedah,all,63
2020-07-08,Kedah,all,61
2020-07-09,Kedah,all,37
2020-07-10,Kedah,all,41
2020-07-11,Kedah,all,48
2020-07-12,Kedah,all,152
2020-07-13,Kedah,all,26
2020-07-14,Kedah,all,51
2020-07-15,Kedah,all,112
2020-07-16,Kedah,all,31
2020-07-17,Kedah,all,65
2020-07-18,Kedah,all,57
2020-07-19,Kedah,all,71
2020-07-20,Kedah,all,62
2020-07-21,Kedah,all,48
2020-07-22,Kedah,all,85
2020-07-23,Kedah,all,35
2020-07-24,Kedah,all,125
2020-07-25,Kedah,all,48
2020-07-26,Kedah,all,56
2020-07-27,Kedah,all,46
2020-07-28,Kedah,all,53
2020-07-29,Kedah,all,51
2020-07-30,Kedah,all,35
2020-07-31,Kedah,all,0
2020-08-01,Kedah,all,61
2020-08-02,Kedah,all,44
2020-08-03,Kedah,all,50
2020-08-04,Kedah,all,22
2020-08-05,Kedah,all,46
2020-08-06,Kedah,all,49
2020-08-07,Kedah,all,45
2020-08-08,Kedah,all,89
2020-08-09,Kedah,all,77
2020-08-10,Kedah,all,34
2020-08-11,Kedah,all,36
2020-08-12,Kedah,all,35
2020-08-13,Kedah,all,55
2020-08-14,Kedah,all,91
2020-08-15,Kedah,all,43
2020-08-16,Kedah,all,44
2020-08-17,Kedah,all,52
2020-08-18,Kedah,all,61
2020-08-19,Kedah,all,51
2020-08-20,Kedah,all,45
2020-08-21,Kedah,all,25
2020-08-22,Kedah,all,32
2020-08-23,Kedah,all,42
2020-08-24,Kedah,all,29
2020-08-25,Kedah,all,0
2020-08-26,Kedah,all,0
2020-08-27,Kedah,all,0
2020-08-28,Kedah,all,0
2020-08-29,Kedah,all,0
2020-08-30,Kedah,all,0
2020-08-31,Kedah,all,0
2020-09-01,Kedah,all,0
2020-09-02,Kedah,all,0
2020-09-03,Kedah,all,0
2020-09-04,Kedah,all,0
2020-09-05,Kedah,all,0
2020-09-06,Kedah,all,6
2020-09-07,Kedah,all,17
2020-09-08,Kedah,all,44
2020-09-09,Kedah,all,26
2020-09-10,Kedah,all,0
2020-09-11,Kedah,all,0
2020-09-12,Kedah,all,0
2020-09-13,Kedah,all,0
2020-09-14,Kedah,all,0
2020-09-15,Kedah,all,0
2020-09-16,Kedah,all,0
2020-09-17,Kedah,all,0
2020-09-18,Kedah,all,0
2020-09-19,Kedah,all,0
2020-09-20,Kedah,all,0
2020-09-21,Kedah,all,1
2020-09-22,Kedah,all,2
2020-09-23,Kedah,all,0
2020-09-24,Kedah,all,0
2020-09-25,Kedah,all,0
2020-09-26,Kedah,all,43
2020-09-27,Kedah,all,49
2020-09-28,Kedah,all,37
2020-09-29,Kedah,all,51
2020-09-30,Kedah,all,39
2020-10-01,Kedah,all,26
2020-10-02,Kedah,all,22
2020-10-03,Kedah,all,8
2020-10-04,Kedah,all,26
2020-10-05,Kedah,all,39
2020-10-06,Kedah,all,29
2020-10-07,Kedah,all,26
2020-10-08,Kedah,all,27
2020-10-09,Kedah,all,57
2020-10-10,Kedah,all,64
2020-10-11,Kedah,all,52
2020-10-12,Kedah,all,79
2020-10-13,Kedah,all,36
2020-10-14,Kedah,all,58
2020-10-15,Kedah,all,40
2020-10-16,Kedah,all,59
2020-10-17,Kedah,all,56
2020-10-18,Kedah,all,63
2020-10-19,Kedah,all,51
2020-10-20,Kedah,all,44
2020-10-21,Kedah,all,37
2020-10-22,Kedah,all,40
2020-10-23,Kedah,all,103
2020-10-24,Kedah,all,63
2020-10-25,Kedah,all,69
2020-10-26,Kedah,all,34
2020-10-27,Kedah,all,110
2020-10-28,Kedah,all,114
2020-10-29,Kedah,all,48
2020-10-30,Kedah,all,39
2020-10-31,Kedah,all,47
2020-11-01,Kedah,all,59
2020-11-02,Kedah,all,30
2020-11-03,Kedah,all,35
2020-11-04,Kedah,all,80
2020-11-05,Kedah,all,29
2020-11-06,Kedah,all,41
2020-11-07,Kedah,all,72
2020-11-08,Kedah,all,38
2020-11-09,Kedah,all,23
2020-11-10,Kedah,all,31
2020-11-11,Kedah,all,24
2020-11-12,Kedah,all,27
2020-11-13,Kedah,all,51
2020-11-14,Kedah,all,407
2020-11-15,Kedah,all,8
2020-11-16,Kedah,all,58
2020-11-17,Kedah,all,25
2020-11-18,Kedah,all,54
2020-11-19,Kedah,all,24
2020-11-20,Kedah,all,135
2020-11-21,Kedah,all,60
2020-11-22,Kedah,all,58
2020-11-23,Kedah,all,27
2020-11-24,Kedah,all,26
2020-11-25,Kedah,all,20
2020-11-26,Kedah,all,36
2020-11-27,Kedah,all,28
2020-11-28,Kedah,all,37
2020-11-29,Kedah,all,53
2020-11-30,Kedah,all,37
2020-12-01,Kedah,all,35
2020-12-02,Kedah,all,76
2020-12-03,Kedah,all,62
2020-12-04,Kedah,all,123
2020-12-05,Kedah,all,54
2020-12-06,Kedah,all,40
2020-12-07,Kedah,all,48
2020-12-08,Kedah,all,52
2020-12-09,Kedah,all,49
2020-12-10,Kedah,all,37
2020-12-11,Kedah,all,106
2020-12-12,Kedah,all,66
2020-12-13,Kedah,all,63
2020-12-14,Kedah,all,57
2020-12-15,Kedah,all,101
2020-12-16,Kedah,all,64
2020-12-17,Kedah,all,34
2020-12-18,Kedah,all,104
2020-12-19,Kedah,all,62
2020-12-20,Kedah,all,60
2020-12-21,Kedah,all,67
2020-12-22,Kedah,all,82
2020-12-23,Kedah,all,98
2020-12-24,Kedah,all,45
2020-12-25,Kedah,all,40
2020-12-26,Kedah,all,39
2020-12-27,Kedah,all,36
2020-12-28,Kedah,all,63
2020-12-29,Kedah,all,49
2020-12-30,Kedah,all,38
2020-12-31,Kedah,all,39
2021-01-01,Kedah,all,45
2021-01-02,Kedah,all,51
2021-01-03,Kedah,all,47
2021-01-04,Kedah,all,66
2021-01-05,Kedah,all,54
2021-01-06,Kedah,all,71
2021-01-07,Kedah,all,39
2021-01-08,Kedah,all,78
2021-01-09,Kedah,all,53
2021-01-10,Kedah,all,111
2021-01-11,Kedah,all,39
2021-01-12,Kedah,all,55
2021-01-13,Kedah,all,32
2021-01-14,Kedah,all,41
2021-01-15,Kedah,all,122
2021-01-16,Kedah,all,133
2021-01-17,Kedah,all,46
2021-01-18,Kedah,all,118
2021-01-19,Kedah,all,23
2021-01-20,Kedah,all,98
2021-01-21,Kedah,all,26
2021-01-22,Kedah,all,61
2021-01-23,Kedah,all,28
2021-01-24,Kedah,all,65
2021-01-25,Kedah,all,52
2021-01-26,Kedah,all,20
2021-01-27,Kedah,all,28
2021-01-28,Kedah,all,0
2021-01-29,Kedah,all,1
2021-01-30,Kedah,all,0
2021-01-31,Kedah,all,0
2021-02-01,Kedah,all,20
2021-02-02,Kedah,all,36
2021-02-03,Kedah,all,33
2021-02-04,Kedah,all,54
2021-02-05,Kedah,all,43
2021-02-06,Kedah,all,90
2021-02-07,Kedah,all,49
2021-02-08,Kedah,all,45
2021-02-09,Kedah,all,28
2021-02-10,Kedah,all,92
2021-02-11,Kedah,all,98
2021-02-12,Kedah,all,36
2021-02-13,Kedah,all,48
2021-02-14,Kedah,all,41
2021-02-15,Kedah,all,33
2021-02-16,Kedah,all,98
2021-02-17,Kedah,all,105
2021-02-18,Kedah,all,56
2021-02-19,Kedah,all,55
2021-02-20,Kedah,all,54
2021-02-21,Kedah,all,48
2021-02-22,Kedah,all,67
2021-02-23,Kedah,all,24
2021-02-24,Kedah,all,44
2021-02-25,Kedah,all,38
2021-02-26,Kedah,all,122
2021-02-27,Kedah,all,122
2021-02-28,Kedah,all,101
2021-03-01,Kedah,all,16
2021-03-02,Kedah,all,30
2021-03-03,Kedah,all,38
2021-03-04,Kedah,all,28
2021-03-05,Kedah,all,148
2021-03-06,Kedah,all,24
2021-03-07,Kedah,all,32
2021-03-08,Kedah,all,35
2021-03-09,Kedah,all,44
2021-03-10,Kedah,all,44
2021-03-11,Kedah,all,55
2021-03-12,Kedah,all,49
2021-03-13,Kedah,all,59
2021-03-14,Kedah,all,196
