date,state,blood_type,donations
2020-07-21,Johor,all,115
2020-07-22,Johor,all,127
2020-07-23,Johor,all,130
2020-07-24,Johor,all,0
2020-07-25,Johor,all,90
2020-07-26,Johor,all,180
2020-07-27,Johor,all,61
2020-07-28,Johor,all,52
2020-07-29,Johor,all,75
2020-07-30,Johor,all,57
2020-07-31,Johor,all,0
2020-08-01,Johor,all,0
2020-08-02,Johor,all,219
2020-08-03,Johor,all,35
2020-08-04,Johor,all,67
2020-08-05,Johor,all,135
2020-08-06,Johor,all,84
2020-08-07,Johor,all,0
2020-08-08,Johor,all,252
2020-08-09,Johor,all,336
2020-08-10,Johor,all,175
2020-08-11,Johor,all,66
2020-08-12,Johor,all,151
2020-08-13,Johor,all,75
2020-08-14,Johor,all,0
2020-08-15,Johor,all,175
2020-08-16,Johor,all,317
2020-08-17,Johor,all,52
2020-08-18,Johor,all,129
2020-08-19,Johor,all,246
2020-08-20,Johor,all,0
2020-08-21,Johor,all,0
2020-08-22,Johor,all,85
2020-08-23,Johor,all,266
2020-08-24,Johor,all,216
2020-08-25,Johor,all,120
2020-08-26,Johor,all,153
2020-08-27,Johor,all,82
2020-08-28,Johor,all,0
2020-08-29,Johor,all,73
2020-08-30,Johor,all,158
2020-08-31,Johor,all,181
2020-09-01,Johor,all,117
2020-09-02,Johor,all,85
2020-09-03,Johor,all,66
2020-09-04,Johor,all,0
2020-09-05,Johor,all,137
2020-09-06,Johor,all,387
2020-09-07,Johor,all,67
2020-09-08,Johor,all,48
2020-09-09,Johor,all,119
2020-09-10,Johor,all,105
2020-09-11,Johor,all,0
2020-09-12,Johor,all,81
2020-09-13,Johor,all,475
2020-09-14,Johor,all,77
2020-09-15,Johor,all,87
2020-09-16,Johor,all,235
2020-09-17,Johor,all,78
2020-09-18,Johor,all,0
2020-09-19,Johor,all,61
2020-09-20,Johor,all,332
2020-09-21,Johor,all,76
2020-09-22,Johor,all,93
2020-09-23,Johor,all,146
2020-09-24,Johor,all,54
2020-09-25,Johor,all,0
2020-09-26,Johor,all,118
2020-09-27,Johor,all,205
2020-09-28,Johor,all,114
2020-09-29,Johor,all,131
2020-09-30,Johor,all,108
2020-10-01,Johor,all,82
2020-10-02,Johor,all,0
2020-10-03,Johor,all,98
2020-10-04,Johor,all,293
2020-10-05,Johor,all,109
2020-10-06,Johor,all,67
2020-10-07,Johor,all,85
2020-10-08,Johor,all,58
2020-10-09,Johor,all,0
2020-10-10,Johor,all,75
2020-10-11,Johor,all,414
2020-10-12,Johor,all,73
2020-10-13,Johor,all,49
2020-10-14,Johor,all,112
2020-10-15,Johor,all,85
2020-10-16,Johor,all,0
2020-10-17,Johor,all,154
2020-10-18,Johor,all,231
2020-10-19,Johor,all,117
2020-10-20,Johor,all,79
2020-10-21,Johor,all,116
2020-10-22,Johor,all,76
2020-10-23,Johor,all,0
2020-10-24,Johor,all,163
2020-10-25,Johor,all,340
2020-10-26,Johor,all,109
2020-10-27,Johor,all,107
2020-10-28,Johor,all,131
2020-10-29,Johor,all,107
2020-10-30,Johor,all,0
2020-10-31,Johor,all,106
2020-11-01,Johor,all,159
2020-11-02,Johor,all,46
2020-11-03,Johor,all,101
2020-11-04,Johor,all,74
2020-11-05,Johor,all,144
2020-11-06,Johor,all,0
2020-11-07,Johor,all,74
2020-11-08,Johor,all,91
2020-11-09,Johor,all,107
2020-11-10,Johor,all,171
2020-11-11,Johor,all,35
2020-11-12,Johor,all,66
2020-11-13,Johor,all,0
2020-11-14,Johor,all,268
2020-11-15,Johor,all,241
2020-11-16,Johor,all,107
2020-11-17,Johor,all,93
2020-11-18,Johor,all,124
2020-11-19,Johor,all,78
2020-11-20,Johor,all,0
2020-11-21,Johor,all,78
2020-11-22,Johor,all,247
2020-11-23,Johor,all,72
2020-11-24,Johor,all,101
2020-11-25,Johor,all,106
2020-11-26,Johor,all,80
2020-11-27,Johor,all,0
2020-11-28,Johor,all,183
2020-11-29,Johor,all,234
2020-11-30,Johor,all,136
2020-12-01,Johor,all,74
2020-12-02,Johor,all,145
2020-12-03,Johor,all,51
2020-12-04,Johor,all,0
2020-12-05,Johor,all,99
2020-12-06,Johor,all,262
2020-12-07,Johor,all,39
2020-12-08,Johor,all,31
2020-12-09,Johor,all,113
2020-12-10,Johor,all,33
2020-12-11,Johor,all,0
2020-12-12,Johor,all,163
2020-12-13,Johor,all,130
2020-12-14,Johor,all,37
2020-12-15,Johor,all,75
2020-12-16,Johor,all,140
2020-12-17,Johor,all,76
2020-12-18,Johor,all,0
2020-12-19,Johor,all,142
2020-12-20,Johor,all,351
2020-12-21,Johor,all,71
2020-12-22,Johor,all,120
2020-12-23,Johor,all,110
2020-12-24,Johor,all,144
2020-12-25,Johor,all,0
2020-12-26,Johor,all,186
2020-12-27,Johor,all,261
2020-12-28,Johor,all,88
2020-12-29,Johor,all,50
2020-12-30,Johor,all,54
2020-12-31,Johor,all,90
2021-01-01,Johor,all,0
2021-01-02,Johor,all,63
2021-01-03,Johor,all,227
2021-01-04,Johor,all,49
2021-01-05,Johor,all,76
2021-01-06,Johor,all,123
2021-01-07,Johor,all,90
2021-01-08,Johor,all,0
2021-01-09,Johor,all,80
2021-01-10,Johor,all,120
2021-01-11,Johor,all,57
2021-01-12,Johor,all,67
2021-01-13,Johor,all,53
2021-01-14,Johor,all,71
2021-01-15,Johor,all,157
2021-01-16,Johor,all,64
2021-01-17,Johor,all,216
2021-01-18,Johor,all,93
2021-01-19,Johor,all,78
2021-01-20,Johor,all,79
2021-01-21,Johor,all,133
2021-01-22,Johor,all,0
2021-01-23,Johor,all,113
2021-01-24,Johor,all,347
2021-01-25,Johor,all,134
2021-01-26,Johor,all,102
2021-01-27,Johor,all,95
2021-01-28,Johor,all,209
2021-01-29,Johor,all,0
2021-01-30,Johor,all,163
2021-01-31,Johor,all,229
2021-02-01,Johor,all,95
2021-02-02,Johor,all,95
2021-02-03,Johor,all,108
2021-02-04,Johor,all,33
2021-02-05,Johor,all,0
2021-02-06,Johor,all,166
2021-02-07,Johor,all,221
2021-02-08,Johor,all,62
2021-02-09,Johor,all,75
2021-02-10,Johor,all,83
2021-02-11,Johor,all,85
2021-02-12,Johor,all,0
2021-02-13,Johor,all,186
2021-02-14,Johor,all,168
2021-02-15,Johor,all,97
2021-02-16,Johor,all,101
2021-02-17,Johor,all,97
2021-02-18,Johor,all,108
2021-02-19,Johor,all,0
2021-02-20,Johor,all,127
2021-02-21,Johor,all,477
2021-02-22,Johor,all,127
2021-02-23,Johor,all,113
2021-02-24,Johor,all,85
2021-02-25,Johor,all,81
2021-02-26,Johor,all,65
2021-02-27,Johor,all,205
2021-02-28,Johor,all,294
2021-03-01,Johor,all,79
2021-03-02,Johor,all,72
2021-03-03,Johor,all,78
2021-03-04,Johor,all,89
2021-03-05,Johor,all,0
2021-03-06,Johor,all,173
2021-03-07,Johor,all,266
2021-03-08,Johor,all,79
2021-03-09,Johor,all,63
2021-03-10,Johor,all,59
2021-03-11,Johor,all,79
2021-03-12,Johor,all,0
2021-03-13,Johor,all,123
2021-03-14,Johor,all,300
2021-03-15,Johor,all,124
2021-03-16,Johor,all,93
2021-03-17,Johor,all,155
2021-03-18,Johor,all,94
2021-03-19,Johor,all,0
2021-03-20,Johor,all,126
2021-03-21,Johor,all,321
2021-03-22,Johor,all,155
2021-03-23,Johor,all,129
2021-03-24,Johor,all,97
2021-03-25,Johor,all,105
2021-03-26,Johor,all,24
2021-03-27,Johor,all,130
2021-03-28,Johor,all,288
2021-03-29,Johor,all,94
2021-03-30,Johor,all,121
2021-03-31,Johor,all,129
2021-04-01,Johor,all,76
2021-04-02,Johor,all,0
2021-04-03,Johor,all,174
2021-04-04,Johor,all,248
2021-04-05,Johor,all,79
2021-04-06,Johor,all,141
2021-04-07,Johor,all,122
2021-04-08,Johor,all,116
2021-04-09,Johor,all,0
2021-04-10,Johor,all,138
2021-04-11,Johor,all,353
2021-04-12,Johor,all,143
2021-04-13,Johor,all,0
2021-04-14,Johor,all,33
2021-04-15,Johor,all,59
2021-04-16,Johor,all,0
2021-04-17,Johor,all,63
2021-04-18,Johor,all,199
2021-04-19,Johor,all,11
2021-04-20,Johor,all,50
2021-04-21,Johor,all,48
2021-04-22,Johor,all,90
2021-04-23,Johor,all,0
2021-04-24,Johor,all,50
2021-04-25,Johor,all,227
2021-04-26,Johor,all,60
2021-04-27,Johor,all,68
2021-04-28,Johor,all,59
2021-04-29,Johor,all,111
2021-04-30,Johor,all,91
2021-05-01,Johor,all,126
2021-05-02,Johor,all,352
2021-05-03,Johor,all,53
2021-05-04,Johor,all,79
2021-05-05,Johor,all,36
2021-05-06,Johor,all,88
2021-05-07,Johor,all,20
2021-05-08,Johor,all,51
2021-05-09,Johor,all,252
2021-05-10,Johor,all,55
2021-05-11,Johor,all,136
2021-05-12,Johor,all,46
2021-05-13,Johor,all,0
2021-05-14,Johor,all,0
2021-05-15,Johor,all,106
2021-05-16,Johor,all,239
2021-05-17,Johor,all,100
2021-05-18,Johor,all,163
2021-05-19,Johor,all,173
2021-05-20,Johor,all,100
2021-05-21,Johor,all,0
2021-05-22,Johor,all,145
2021-05-23,Johor,all,337
2021-05-24,Johor,all,138
2021-05-25,Johor,all,102
2021-05-26,Johor,all,111
2021-05-27,Johor,all,94
2021-05-28,Johor,all,0
2021-05-29,Johor,all,61
2021-05-30,Johor,all,356
2021-05-31,Johor,all,157
2021-06-01,Johor,all,34
2021-06-02,Johor,all,52
2021-06-03,Johor,all,49
2021-06-04,Johor,all,0
2021-06-05,Johor,all,45
2021-06-06,Johor,all,300
2021-06-07,Johor,all,112
2021-06-08,Johor,all,88
2021-06-09,Johor,all,66
2021-06-10,Johor,all,69
2021-06-11,Johor,all,0
2021-06-12,Johor,all,87
2021-06-13,Johor,all,271
2021-06-14,Johor,all,151
2021-06-15,Johor,all,141
2021-06-16,Johor,all,142
2021-06-17,Johor,all,151
2021-06-18,Johor,all,0
2021-06-19,Johor,all,181
2021-06-20,Johor,all,405
2021-06-21,Johor,all,133
2021-06-22,Johor,all,114
2021-06-23,Johor,all,135
2021-06-24,Johor,all,99
2021-06-25,Johor,all,0
2021-06-26,Johor,all,199
2021-06-27,Johor,all,240
2021-06-28,Johor,all,105
2021-06-29,Johor,all,95
2021-06-30,Johor,all,66
2021-07-01,Johor,all,91
2021-07-02,Johor,all,0
2021-07-03,Johor,all,193
2021-07-04,Johor,all,200
2021-07-05,Johor,all,70
2021-07-06,Johor,all,63
2021-07-07,Johor,all,128
2021-07-08,Johor,all,102
2021-07-09,Johor,all,0
2021-07-10,Johor,all,177
2021-07-11,Johor,all,273
2021-07-12,Johor,all,113
2021-07-13,Johor,all,86
2021-07-14,Johor,all,82
2021-07-15,Johor,all,101
2021-07-16,Johor,all,0
2021-07-17,Johor,all,146
2021-07-18,Johor,all,209
2021-07-19,Johor,all,29
2021-07-20,Johor,all,0
2021-07-21,Johor,all,88
2021-07-22,Johor,all,115
2021-07-23,Johor,all,0
2021-07-24,Johor,all,123
2021-07-25,Johor,all,198
2021-07-26,Johor,all,49
2021-07-27,Johor,all,58
2021-07-28,Johor,all,63
2021-07-29,Johor,all,70
2021-07-30,Johor,all,33
2021-07-31,Johor,all,115
2021-08-01,Johor,all,189
2021-08-02,Johor,all,82
2021-08-03,Johor,all,70
2021-08-04,Johor,all,96
2021-08-05,Johor,all,59
2021-08-06,Johor,all,0
2021-08-07,Johor,all,166
2021-08-08,Johor,all,195
2021-08-09,Johor,all,69
2021-08-10,Johor,all,187
2021-08-11,Johor,all,95
2021-08-12,Johor,all,94
2021-08-13,Johor,all,0
2021-08-14,Johor,all,108
2021-08-15,Johor,all,179
2021-08-16,Johor,all,51
2021-08-17,Johor,all,61
2021-08-18,Johor,all,55
2021-08-19,Johor,all,84
2021-08-20,Johor,all,28
2021-08-21,Johor,all,94
2021-08-22,Johor,all,140
2021-08-23,Johor,all,92
2021-08-24,Johor,all,62
2021-08-25,Johor,all,101
2021-08-26,Johor,all,86
2021-08-27,Johor,all,0
2021-08-28,Johor,all,107
2021-08-29,Johor,all,230
2021-08-30,Johor,all,159
2021-08-31,Johor,all,187
2021-09-01,Johor,all,82
2021-09-02,Johor,all,53
2021-09-03,Johor,all,0
2021-09-04,Johor,all,138
2021-09-05,Johor,all,249
2021-09-06,Johor,all,59
2021-09-07,Johor,all,45
2021-09-08,Johor,all,88
2021-09-09,Johor,all,86
2021-09-10,Johor,all,0
2021-09-11,Johor,all,205
2021-09-12,Johor,all,334
2021-09-13,Johor,all,93
2021-09-14,Johor,all,84
2021-09-15,Johor,all,81
2021-09-16,Johor,all,317
2021-09-17,Johor,all,22
2021-09-18,Johor,all,90
2021-09-19,Johor,all,305
2021-09-20,Johor,all,118
2021-09-21,Johor,all,75
2021-09-22,Johor,all,93
2021-09-23,Johor,all,114
2021-09-24,Johor,all,0
2021-09-25,Johor,all,189
2021-09-26,Johor,all,235
2021-09-27,Johor,all,93
2021-09-28,Johor,all,58
2021-09-29,Johor,all,83
2021-09-30,Johor,all,78
2021-10-01,Johor,all,0
2021-10-02,Johor,all,153
2021-10-03,Johor,all,249
2021-10-04,Johor,all,105
2021-10-05,Johor,all,110
2021-10-06,Johor,all,86
2021-10-07,Johor,all,119
2021-10-08,Johor,all,0
2021-10-09,Johor,all,247
2021-10-10,Johor,all,361
2021-10-11,Johor,all,42
2021-10-12,Johor,all,98
2021-10-13,Johor,all,145
2021-10-14,Johor,all,91
2021-10-15,Johor,all,0
2021-10-16,Johor,all,134
2021-10-17,Johor,all,246
2021-10-18,Johor,all,99
2021-10-19,Johor,all,93
2021-10-20,Johor,all,65
2021-10-21,Johor,all,88
2021-10-22,Johor,all,0
2021-10-23,Johor,all,79
2021-10-24,Johor,all,299
2021-10-25,Johor,all,100
2021-10-26,Johor,all,79
2021-10-27,Johor,all,107
2021-10-28,Johor,all,55
2021-10-29,Johor,all,0
2021-10-30,Johor,all,190
2021-10-31,Johor,all,196
2021-11-01,Johor,all,97
2021-11-02,Johor,all,80
2021-11-03,Johor,all,130
2021-11-04,Johor,all,108
2021-11-05,Johor,all,0
2021-11-06,Johor,all,167
2021-11-07,Johor,all,202
2021-11-08,Johor,all,56
2021-11-09,Johor,all,86
2021-11-10,Johor,all,204
2021-11-11,Johor,all,59
2021-11-12,Johor,all,0
2021-11-13,Johor,all,130
2021-11-14,Johor,all,301
2021-11-15,Johor,all,80
2021-11-16,Johor,all,94
2021-11-17,Johor,all,81
2021-11-18,Johor,all,132
2021-11-19,Johor,all,0
2021-11-20,Johor,all,180
2021-11-21,Johor,all,277
2021-11-22,Johor,all,122
2021-11-23,Johor,all,143
2021-11-24,Johor,all,105
2021-11-25,Johor,all,63
2021-11-26,Johor,all,0
2021-11-27,Johor,all,199
2021-11-28,Johor,all,237
2021-11-29,Johor,all,77
2021-11-30,Johor,all,57
2021-12-01,Johor,all,104
2021-12-02,Johor,all,162
2021-12-03,Johor,all,0
2021-12-04,Johor,all,169
2021-12-05,Johor,all,351
2021-12-06,Johor,all,89
2021-12-07,Johor,all,73
2021-12-08,Johor,all,100
2021-12-09,Johor,all,51
2021-12-10,Johor,all,0
2021-12-11,Johor,all,117
2021-12-12,Johor,all,324
2021-12-13,Johor,all,100
2021-12-14,Johor,all,90
2021-12-15,Johor,all,81
2021-12-16,Johor,all,87
2021-12-17,Johor,all,0
2021-12-18,Johor,all,195
2021-12-19,Johor,all,248
2021-12-20,Johor,all,84
2021-12-21,Johor,all,79
2021-12-22,Johor,all,119
2021-12-23,Johor,all,73
2021-12-24,Johor,all,77
2021-12-25,Johor,all,99
2021-12-26,Johor,all,209
2021-12-27,Johor,all,76
2021-12-28,Johor,all,87
2021-12-29,Johor,all,79
2021-12-30,Johor,all,113
2021-12-31,Johor,all,0
2022-01-01,Johor,all,191
2022-01-02,Johor,all,222
2022-01-03,Johor,all,110
2022-01-04,Johor,all,75
2022-01-05,Johor,all,108
2022-01-06,Johor,all,99
2022-01-07,Johor,all,0
2022-01-08,Johor,all,170
2022-01-09,Johor,all,386
2022-01-10,Johor,all,116
2022-01-11,Johor,all,127
2022-01-12,Johor,all,97
2022-01-13,Johor,all,105
2022-01-14,Johor,all,0
2022-01-15,Johor,all,160
2022-01-16,Johor,all,263
2022-01-17,Johor,all,51
2022-01-18,Johor,all,92
2022-01-19,Johor,all,109
2022-01-20,Johor,all,73
2022-01-21,Johor,all,0
2022-01-22,Johor,all,141
2022-01-23,Johor,all,265
2022-01-24,Johor,all,104
2022-01-25,Johor,all,80
2022-01-26,Johor,all,85
2022-01-27,Johor,all,92
2022-01-28,Johor,all,0
2022-01-29,Johor,all,71
2022-01-30,Johor,all,153
2022-01-31,Johor,all,72
2022-02-01,Johor,all,56
2022-02-02,Johor,all,41
2022-02-03,Johor,all,96
2022-02-04,Johor,all,0
2022-02-05,Johor,all,172
2022-02-06,Johor,all,172
2022-02-07,Johor,all,77
2022-02-08,Johor,all,94
2022-02-09,Johor,all,76
2022-02-10,Johor,all,76
2022-02-11,Johor,all,36
2022-02-12,Johor,all,186
2022-02-13,Johor,all,277
2022-02-14,Johor,all,89
2022-02-15,Johor,all,77
2022-02-16,Johor,all,67
2022-02-17,Johor,all,97
2022-02-18,Johor,all,18
2022-02-19,Johor,all,155
2022-02-20,Johor,all,293
2022-02-21,Johor,all,94
2022-02-22,Johor,all,124
2022-02-23,Johor,all,75
2022-02-24,Johor,all,60
2022-02-25,Johor,all,0
2022-02-26,Johor,all,60
2022-02-27,Johor,all,237
2022-02-28,Johor,all,37
2022-03-01,Johor,all,70
2022-03-02,Johor,all,155
2022-03-03,Johor,all,33
2022-03-04,Johor,all,15
2022-03-05,Johor,all,118
2022-03-06,Johor,all,255
2022-03-07,Johor,all,114
2022-03-08,Johor,all,89
2022-03-09,Johor,all,97
2022-03-10,Johor,all,89
2022-03-11,Johor,all,16
2022-03-12,Johor,all,33
2022-03-13,Johor,all,260
2022-03-14,Johor,all,61
2022-03-15,Johor,all,61
2022-03-16,Johor,all,115
2022-03-17,Johor,all,97
2022-03-18,Johor,all,17
2022-03-19,Johor,all,172
2022-03-20,Johor,all,384
2022-03-21,Johor,all,102
2022-03-22,Johor,all,59
2022-03-23,Johor,all,301
2022-03-24,Johor,all,85
2022-03-25,Johor,all,0
2022-03-26,Johor,all,150
2022-03-27,Johor,all,285
2022-03-28,Johor,all,129
2022-03-29,Johor,all,195
2022-03-30,Johor,all,59
2022-03-31,Johor,all,102
2022-04-01,Johor,all,28
2022-04-02,Johor,all,193
2022-04-03,Johor,all,164
2022-04-04,Johor,all,51
2022-04-05,Johor,all,48
2022-04-06,Johor,all,31
2022-04-07,Johor,all,36
2022-04-08,Johor,all,13
2022-04-09,Johor,all,175
2022-04-10,Johor,all,170
2022-04-11,Johor,all,73
2022-04-12,Johor,all,59
2022-04-13,Johor,all,133
2022-04-14,Johor,all,95
2022-04-15,Johor,all,58
2022-04-16,Johor,all,172
2022-04-17,Johor,all,345
2022-04-18,Johor,all,43
2022-04-19,Johor,all,54
2022-04-20,Johor,all,61
2022-04-21,Johor,all,69
2022-04-22,Johor,all,0
2022-04-23,Johor,all,105
2022-04-24,Johor,all,240
2022-04-25,Johor,all,117
2022-04-26,Johor,all,86
2022-04-27,Johor,all,82
2022-04-28,Johor,all,90
2022-04-29,Johor,all,10
2022-04-30,Johor,all,93
2022-05-01,Johor,all,144
2022-05-02,Johor,all,0
2022-05-03,Johor,all,0
2022-05-04,Johor,all,47
2022-05-05,Johor,all,142
2022-05-06,Johor,all,32
2022-05-07,Johor,all,154
2022-05-08,Johor,all,357
2022-05-09,Johor,all,110
2022-05-10,Johor,all,116
2022-05-11,Johor,all,121
2022-05-12,Johor,all,105
2022-05-13,Johor,all,26
2022-05-14,Johor,all,183
2022-05-15,Johor,all,368
2022-05-16,Johor,all,127
2022-05-17,Johor,all,132
2022-05-18,Johor,all,76
2022-05-19,Johor,all,154
2022-05-20,Johor,all,35
2022-05-21,Johor,all,133
2022-05-22,Johor,all,358
2022-05-23,Johor,all,112
2022-05-24,Johor,all,205
2022-05-25,Johor,all,68
2022-05-26,Johor,all,159
2022-05-27,Johor,all,0
2022-05-28,Johor,all,145
2022-05-29,Johor,all,228
2022-05-30,Johor,all,113
2022-05-31,Johor,all,78
2022-06-01,Johor,all,86
2022-06-02,Johor,all,147
2022-06-03,Johor,all,105
2022-06-04,Johor,all,188
2022-06-05,Johor,all,287
2022-06-06,Johor,all,186
2022-06-07,Johor,all,85
2022-06-08,Johor,all,98
2022-06-09,Johor,all,126
2022-06-10,Johor,all,25
2022-06-11,Johor,all,174
2022-06-12,Johor,all,291
2022-06-13,Johor,all,74
2022-06-14,Johor,all,131
2022-06-15,Johor,all,238
2022-06-16,Johor,all,96
2022-06-17,Johor,all,71
2022-06-18,Johor,all,237
2022-06-19,Johor,all,299
2022-06-20,Johor,all,44
2022-06-21,Johor,all,115
2022-06-22,Johor,all,174
2022-06-23,Johor,all,139
2022-06-24,Johor,all,19
2022-06-25,Johor,all,79
2022-06-26,Johor,all,328
2022-06-27,Johor,all,55
2022-06-28,Johor,all,111
2022-06-29,Johor,all,94
2022-06-30,Johor,all,75
2022-07-01,Johor,all,29
2022-07-02,Johor,all,142
2022-07-03,Johor,all,284
2022-07-04,Johor,all,101
2022-07-05,Johor,all,118
2022-07-06,Johor,all,71
2022-07-07,Johor,all,92
2022-07-08,Johor,all,24
2022-07-09,Johor,all,96
2022-07-10,Johor,all,0
2022-07-11,Johor,all,92
2022-07-12,Johor,all,157
2022-07-13,Johor,all,37
2022-07-14,Johor,all,88
2022-07-15,Johor,all,15
2022-07-16,Johor,all,125
2022-07-17,Johor,all,333
2022-07-18,Johor,all,96
2022-07-19,Johor,all,130
2022-07-20,Johor,all,128
2022-07-21,Johor,all,57
2022-07-22,Johor,all,59
2022-07-23,Johor,all,90
2022-07-24,Johor,all,217
2022-07-25,Johor,all,37
2022-07-26,Johor,all,61
2022-07-27,Johor,all,36
2022-07-28,Johor,all,101
2022-07-29,Johor,all,75
2022-07-30,Johor,all,212
2022-07-31,Johor,all,284
2022-08-01,Johor,all,124
2022-08-02,Johor,all,45
2022-08-03,Johor,all,130
2022-08-04,Johor,all,51
2022-08-05,Johor,all,28
2022-08-06,Johor,all,159
2022-08-07,Johor,all,267
2022-08-08,Johor,all,129
2022-08-09,Johor,all,88
2022-08-10,Johor,all,64
2022-08-11,Johor,all,72
2022-08-12,Johor,all,24
2022-08-13,Johor,all,128
2022-08-14,Johor,all,317
2022-08-15,Johor,all,112
2022-08-16,Johor,all,93
2022-08-17,Johor,all,127
2022-08-18,Johor,all,130
2022-08-19,Johor,all,34
2022-08-20,Johor,all,204
2022-08-21,Johor,all,393
2022-08-22,Johor,all,64
2022-08-23,Johor,all,85
2022-08-24,Johor,all,79
2022-08-25,Johor,all,59
2022-08-26,Johor,all,39
2022-08-27,Johor,all,107
2022-08-28,Johor,all,269
2022-08-29,Johor,all,58
2022-08-30,Johor,all,82
2022-08-31,Johor,all,209
2022-09-01,Johor,all,64
2022-09-02,Johor,all,73
2022-09-03,Johor,all,170
2022-09-04,Johor,all,240
2022-09-05,Johor,all,99
2022-09-06,Johor,all,83
2022-09-07,Johor,all,86
2022-09-08,Johor,all,181
2022-09-09,Johor,all,16
2022-09-10,Johor,all,76
2022-09-11,Johor,all,265
2022-09-12,Johor,all,90
2022-09-13,Johor,all,75
2022-09-14,Johor,all,75
2022-09-15,Johor,all,114
2022-09-16,Johor,all,180
2022-09-17,Johor,all,196
2022-09-18,Johor,all,167
2022-09-19,Johor,all,122
2022-09-20,Johor,all,105
2022-09-21,Johor,all,106
2022-09-22,Johor,all,116
2022-09-23,Johor,all,68
2022-09-24,Johor,all,20
2022-09-25,Johor,all,222
2022-09-26,Johor,all,60
2022-09-27,Johor,all,137
2022-09-28,Johor,all,83
2022-09-29,Johor,all,98
2022-09-30,Johor,all,34
2022-10-01,Johor,all,141
2022-10-02,Johor,all,369
2022-10-03,Johor,all,88
2022-10-04,Johor,all,86
2022-10-05,Johor,all,119
2022-10-06,Johor,all,97
2022-10-07,Johor,all,23
2022-10-08,Johor,all,172
2022-10-09,Johor,all,166
2022-10-10,Johor,all,157
2022-10-11,Johor,all,135
2022-10-12,Johor,all,104
2022-10-13,Johor,all,126
2022-10-14,Johor,all,52
2022-10-15,Johor,all,156
2022-10-16,Johor,all,382
2022-10-17,Johor,all,142
2022-10-18,Johor,all,77
2022-10-19,Johor,all,137
2022-10-20,Johor,all,97
2022-10-21,Johor,all,0
2022-10-22,Johor,all,95
2022-10-23,Johor,all,284
2022-10-24,Johor,all,50
2022-10-25,Johor,all,84
2022-10-26,Johor,all,139
2022-10-27,Johor,all,69
2022-10-28,Johor,all,68
2022-10-29,Johor,all,155
2022-10-30,Johor,all,294
2022-10-31,Johor,all,78
2022-11-01,Johor,all,54
2022-11-02,Johor,all,98
2022-11-03,Johor,all,93
2022-11-04,Johor,all,23
2022-11-05,Johor,all,162
2022-11-06,Johor,all,247
2022-11-07,Johor,all,100
2022-11-08,Johor,all,98
2022-11-09,Johor,all,145
2022-11-10,Johor,all,101
2022-11-11,Johor,all,54
2022-11-12,Johor,all,172
2022-11-13,Johor,all,256
2022-11-14,Johor,all,158
2022-11-15,Johor,all,48
2022-11-16,Johor,all,211
2022-11-17,Johor,all,105
2022-11-18,Johor,all,51
2022-11-19,Johor,all,0
2022-11-20,Johor,all,196
2022-11-21,Johor,all,55
2022-11-22,Johor,all,124
2022-11-23,Johor,all,105
2022-11-24,Johor,all,105
2022-11-25,Johor,all,0
2022-11-26,Johor,all,56
2022-11-27,Johor,all,198
2022-11-28,Johor,all,69
2022-11-29,Johor,all,97
2022-11-30,Johor,all,128
2022-12-01,Johor,all,65
2022-12-02,Johor,all,23
2022-12-03,Johor,all,203
2022-12-04,Johor,all,331
2022-12-05,Johor,all,92
2022-12-06,Johor,all,108
2022-12-07,Johor,all,131
2022-12-08,Johor,all,99
2022-12-09,Johor,all,21
2022-12-10,Johor,all,158
2022-12-11,Johor,all,202
2022-12-12,Johor,all,92
2022-12-13,Johor,all,75
2022-12-14,Johor,all,68
2022-12-15,Johor,all,83
2022-12-16,Johor,all,81
2022-12-17,Johor,all,108
2022-12-18,Johor,all,255
2022-12-19,Johor,all,79
2022-12-20,Johor,all,115
2022-12-21,Johor,all,167
2022-12-22,Johor,all,119
2022-12-23,Johor,all,0
2022-12-24,Johor,all,135
2022-12-25,Johor,all,76
2022-12-26,Johor,all,156
2022-12-27,Johor,all,108
2022-12-28,Johor,all,116
2022-12-29,Johor,all,84
2022-12-30,Johor,all,36
2022-12-31,Johor,all,141
2023-01-01,Johor,all,346
2023-01-02,Johor,all,174
2023-01-03,Johor,all,88
2023-01-04,Johor,all,122
2023-01-05,Johor,all,60
2023-01-06,Johor,all,23
2023-01-07,Johor,all,118
2023-01-08,Johor,all,246
2023-01-09,Johor,all,114
2023-01-10,Johor,all,78
2023-01-11,Johor,all,109
2023-01-12,Johor,all,59
2023-01-13,Johor,all,27
2023-01-14,Johor,all,127
2023-01-15,Johor,all,276
2023-01-16,Johor,all,121
2023-01-17,Johor,all,140
2023-01-18,Johor,all,103
2023-01-19,Johor,all,129
2023-01-20,Johor,all,87
2023-01-21,Johor,all,90
2023-01-22,Johor,all,87
2023-01-23,Johor,all,95
